Time;Channel A;Channel B
(ms);(V);(V)

-11,51227142;-0,00030519;1,95074300
-11,47131142;-0,00030519;1,95074300
-11,43035142;-0,00030519;1,95074300
-11,38939142;-0,00030519;1,99514800
-11,34843142;-0,00030519;1,95074300
-11,30747142;-0,00030519;1,95074300
-11,26651142;-0,00030519;1,95074300
-11,22555142;-0,00030519;1,95074300
-11,18459142;-0,00030519;1,95074300
-11,14363142;-0,00030519;1,99514800
-11,10267142;-0,00030519;1,95074300
-11,06171142;-0,00030519;1,95074300
-11,02075142;-0,00030519;1,95074300
-10,97979142;-0,00030519;1,95074300
-10,93883142;-0,00030519;1,95074300
-10,89787142;-0,00030519;1,95074300
-10,85691142;-0,00030519;1,95074300
-10,81595142;-0,00030519;1,99514800
-10,77499142;-0,00030519;1,95074300
-10,73403142;-0,00030519;1,95074300
-10,69307142;-0,00030519;1,99514800
-10,65211142;-0,00030519;1,99514800
-10,61115143;-0,00030519;1,95074300
-10,57019143;-0,00030519;1,99514800
-10,52923143;-0,00030519;1,95074300
-10,48827143;-0,00030519;1,99514800
-10,44731143;-0,00030519;1,95074300
-10,40635143;-0,00030519;1,95074300
-10,36539143;-0,00030519;1,95074300
-10,32443143;-0,00030519;1,95074300
-10,28347143;-0,00030519;1,99514800
-10,24251143;-0,00030519;1,95074300
-10,20155143;-0,00030519;1,95074300
-10,16059143;-0,00030519;1,95074300
-10,11963143;-0,00030519;1,95074300
-10,07867143;-0,00030519;1,95074300
-10,03771143;-0,00030519;1,95074300
-9,99675143;-0,00030519;1,95074300
-9,95579143;-0,00030519;1,95074300
-9,91483143;-0,00030519;1,95074300
-9,87387143;-0,00030519;1,95074300
-9,83291143;-0,00030519;1,95074300
-9,79195143;-0,00030519;1,95074300
-9,75099143;-0,00030519;1,95074300
-9,71003143;-0,00030519;1,95074300
-9,66907143;-0,00030519;1,95074300
-9,62811143;-0,00030519;1,95074300
-9,58715143;-0,00030519;1,99514800
-9,54619143;-0,00030519;1,95074300
-9,50523143;-0,00030519;1,99514800
-9,46427143;-0,00030519;1,95074300
-9,42331143;-0,00030519;1,95074300
-9,38235143;-0,00030519;1,95074300
-9,34139143;-0,00030519;1,95074300
-9,30043143;-0,00030519;1,95074300
-9,25947143;-0,00030519;1,95074300
-9,21851143;-0,00030519;1,95074300
-9,17755143;-0,00030519;1,95074300
-9,13659143;-0,00030519;1,95074300
-9,09563143;-0,00030519;1,99514800
-9,05467143;-0,00030519;1,95074300
-9,01371143;-0,00030519;1,95074300
-8,97275144;-0,00030519;1,95074300
-8,93179144;-0,00030519;1,99514800
-8,89083144;-0,00030519;1,95074300
-8,84987144;-0,00030519;1,99514800
-8,80891144;0,08972442;1,95074300
-8,76795144;-0,00030519;1,95074300
-8,72699144;-0,00030519;1,95074300
-8,68603144;-0,00030519;1,95074300
-8,64507144;-0,09063997;1,95074300
-8,60411144;-0,00030519;1,99514800
-8,56315144;-0,00030519;1,95074300
-8,52219144;-0,00030519;1,95074300
-8,48123144;-0,00030519;1,95074300
-8,44027144;-0,00030519;1,95074300
-8,39931144;-0,00030519;1,99514800
-8,35835144;-0,00030519;1,95074300
-8,31739144;-0,00030519;1,99514800
-8,27643144;-0,00030519;1,95074300
-8,23547144;-0,00030519;1,95074300
-8,19451144;-0,00030519;1,95074300
-8,15355144;-0,00030519;1,99514800
-8,11259144;-0,00030519;1,99514800
-8,07163144;-0,00030519;1,95074300
-8,03067144;-0,00030519;1,95074300
-7,98971144;-0,00030519;1,99514800
-7,94875144;-0,00030519;1,95074300
-7,90779144;-0,00030519;1,95074300
-7,86683144;-0,00030519;1,95074300
-7,82587144;-0,00030519;1,95074300
-7,78491144;-0,00030519;1,95074300
-7,74395144;-0,00030519;1,95074300
-7,70299144;-0,00030519;1,95074300
-7,66203144;-0,00030519;1,95074300
-7,62107144;-0,00030519;1,95074300
-7,58011144;-0,00030519;1,99514800
-7,53915144;-0,00030519;1,95074300
-7,49819144;-0,00030519;1,95074300
-7,45723144;-0,00030519;1,95074300
-7,41627144;-0,00030519;1,95074300
-7,37531144;-0,00030519;1,95074300
-7,33435145;-0,00030519;1,95074300
-7,29339145;-0,00030519;1,95074300
-7,25243145;-0,00030519;1,99514800
-7,21147145;-0,00030519;1,95074300
