Time;Channel A;Channel B
(ms);(V);(V)

0,22897506;2,47825600;2,88430400
0,26993506;2,34305900;2,88430400
0,31089506;2,29804400;2,88430400
0,35185506;2,38807300;2,83990000
0,39281506;2,47825600;2,88430400
0,43377506;2,38807300;2,88430400
0,47473506;2,38807300;2,88430400
0,51569506;2,52327000;2,88430400
0,55665506;2,56843800;2,88430400
0,59761506;2,65846700;2,83990000
0,63857506;2,56843800;2,88430400
0,67953506;2,74865000;2,88430400
0,72049506;2,65846700;2,88430400
0,76145506;2,70363500;2,88430400
0,80241506;2,52327000;2,88430400
0,84337506;2,56843800;2,88430400
0,88433506;2,38807300;2,88430400
0,92529505;2,34305900;2,88430400
0,96625505;2,29804400;2,88430400
1,00721505;2,83883200;1,95074300
1,04817505;2,47825600;1,99514800
1,08913505;2,47825600;1,99514800
1,13009505;2,56843800;1,95074300
1,17105505;2,65846700;1,95074300
1,21201505;2,65846700;1,95074300
1,25297505;2,65846700;1,95074300
1,29393505;2,65846700;1,95074300
1,33489505;2,56843800;1,99514800
1,37585505;2,61345300;1,99514800
1,41681505;2,47825600;1,95074300
1,45777505;2,56843800;1,95074300
1,49873505;2,34305900;1,95074300
1,53969505;2,38807300;1,95074300
1,58065505;2,38807300;1,95074300
1,62161505;2,52327000;1,95074300
1,66257505;2,47825600;1,95074300
1,70353505;2,52327000;1,95074300
1,74449505;2,38807300;1,95074300
1,78545505;2,56843800;1,95074300
1,82641505;2,56843800;1,95074300
1,86737505;2,56843800;1,95074300
1,90833505;2,70363500;1,95074300
1,94929505;2,70363500;1,95074300
1,99025505;2,65846700;1,95074300
2,03121505;2,70363500;1,95074300
2,07217505;2,52327000;1,99514800
2,11313505;2,38807300;1,99514800
2,15409505;2,38807300;1,95074300
2,19505505;2,38807300;1,99514800
2,23601505;2,29804400;1,95074300
2,27697505;2,47825600;1,95074300
2,31793505;2,47825600;1,95074300
2,35889505;2,56843800;1,95074300
2,39985505;2,65846700;1,95074300
2,44081505;2,65846700;1,99514800
2,48177505;2,65846700;1,95074300
2,52273505;2,74865000;1,95074300
2,56369504;2,74865000;1,99514800
2,60465504;2,52327000;1,95074300
2,64561504;2,38807300;1,95074300
2,68657504;2,38807300;1,95074300
2,72753504;2,47825600;1,95074300
2,76849504;2,38807300;1,95074300
2,80945504;2,38807300;1,95074300
2,85041504;2,38807300;1,95074300
2,89137504;2,38807300;1,95074300
2,93233504;2,43324100;1,95074300
2,97329504;2,52327000;1,95074300
3,01425504;2,52327000;1,95074300
3,05521504;2,47825600;1,95074300
3,09617504;2,47825600;1,95074300
3,13713504;2,74865000;1,99514800
3,17809504;2,61345300;1,95074300
3,21905504;2,70363500;1,95074300
3,26001504;2,65846700;1,95074300
3,30097504;2,74865000;1,99514800
3,34193504;2,38807300;1,99514800
3,38289504;2,29804400;1,95074300
3,42385504;2,38807300;1,95074300
3,46481504;2,34305900;1,95074300
3,50577504;2,38807300;1,95074300
3,54673504;2,43324100;1,95074300
3,58769504;2,47825600;1,95074300
3,62865504;2,74865000;1,95074300
3,66961504;2,56843800;1,95074300
