Time;Channel A
(ms);(mV)

-0,40680199;29,37406000
-0,40424199;24,88784000
-0,40168199;29,37406000
-0,39912199;29,37406000
-0,39656199;24,88784000
-0,39400199;29,37406000
-0,39144199;29,37406000
-0,38888199;29,37406000
-0,38632199;29,37406000
-0,38376199;29,37406000
-0,38120199;29,37406000
-0,37864199;29,37406000
-0,37608199;29,37406000
-0,37352199;29,37406000
-0,37096199;24,88784000
-0,36840199;29,37406000
-0,36584199;29,37406000
-0,36328199;29,37406000
-0,36072199;24,88784000
-0,35816199;24,88784000
-0,35560199;29,37406000
-0,35304199;29,37406000
-0,35048199;29,37406000
-0,34792199;29,37406000
-0,34536199;29,37406000
-0,34280199;29,37406000
-0,34024199;29,37406000
-0,33768199;29,37406000
-0,33512199;29,37406000
-0,33256199;29,37406000
-0,33000199;29,37406000
-0,32744199;29,37406000
-0,32488199;29,37406000
-0,32232199;29,37406000
-0,31976199;24,88784000
-0,31720199;29,37406000
-0,31464199;29,37406000
-0,31208199;29,37406000
-0,30952199;29,37406000
-0,30696199;29,37406000
-0,30440199;29,37406000
-0,30184199;29,37406000
-0,29928199;24,88784000
-0,29672199;29,37406000
-0,29416199;29,37406000
-0,29160199;29,37406000
-0,28904199;29,37406000
-0,28648199;29,37406000
-0,28392199;29,37406000
-0,28136199;29,37406000
-0,27880199;29,37406000
-0,27624199;29,37406000
-0,27368199;24,88784000
-0,27112199;24,88784000
-0,26856199;29,37406000
-0,26600199;29,37406000
-0,26344199;29,37406000
-0,26088199;29,37406000
-0,25832199;29,37406000
-0,25576199;29,37406000
-0,25320199;29,37406000
-0,25064199;29,37406000
-0,24808199;29,37406000
-0,24552199;29,37406000
-0,24296199;29,37406000
-0,24040199;29,37406000
-0,23784199;29,37406000
-0,23528199;24,88784000
-0,23272199;24,88784000
-0,23016199;24,88784000
-0,22760199;29,37406000
-0,22504199;29,37406000
-0,22248199;29,37406000
-0,21992199;29,37406000
-0,21736199;29,37406000
-0,21480199;29,37406000
-0,21224199;29,37406000
-0,20968199;29,37406000
