time	V(n004)
9.402808420859509e-04	2.484547e+00
9.403594135145219e-04	2.484842e+00
9.404379849430928e-04	2.485142e+00
9.405165563716639e-04	2.485447e+00
9.405951278002348e-04	2.485756e+00
9.406736992288058e-04	2.486070e+00
9.407522706573767e-04	2.486388e+00
9.408365563716620e-04	2.486723e+00
9.409208420859471e-04	2.487049e+00
9.410051278002324e-04	2.487364e+00
9.410894135145175e-04	2.487670e+00
9.411736992288028e-04	2.487966e+00
9.412579849430879e-04	2.488253e+00
9.413422706573732e-04	2.488529e+00
9.414165563716585e-04	2.488761e+00
9.414908420859437e-04	2.488988e+00
9.415651278002291e-04	2.489211e+00
9.416394135145143e-04	2.489430e+00
9.417136992287996e-04	2.489644e+00
9.417879849430848e-04	2.489854e+00
9.418622706573701e-04	2.490059e+00
9.418722706573701e-04	2.490087e+00
9.419265563716555e-04	2.490239e+00
9.419808420859408e-04	2.490390e+00
9.420351278002263e-04	2.490542e+00
9.420894135145116e-04	2.490694e+00
9.421436992287970e-04	2.490847e+00
9.421979849430824e-04	2.491000e+00
9.422522706573678e-04	2.491154e+00
9.423308420859388e-04	2.491374e+00
9.424094135145097e-04	2.491601e+00
9.424879849430806e-04	2.491837e+00
9.425665563716517e-04	2.492080e+00
9.426451278002226e-04	2.492330e+00
9.427236992287936e-04	2.492588e+00
9.428022706573645e-04	2.492854e+00
9.428879849430783e-04	2.493164e+00
9.429736992287921e-04	2.493495e+00
9.430594135145058e-04	2.493847e+00
9.431451278002197e-04	2.494220e+00
9.432308420859334e-04	2.494614e+00
9.433165563716472e-04	2.495028e+00
9.434022706573610e-04	2.495462e+00
9.434936992287890e-04	2.495952e+00
9.435851278002171e-04	2.496452e+00
9.436765563716451e-04	2.496962e+00
9.437679849430730e-04	2.497482e+00
9.438594135145011e-04	2.498012e+00
9.439508420859291e-04	2.498552e+00
9.440422706573572e-04	2.499102e+00
9.441894135144991e-04	2.499983e+00
9.443365563716412e-04	2.500863e+00
9.444836992287831e-04	2.501741e+00
9.446308420859251e-04	2.502617e+00
9.447779849430670e-04	2.503492e+00
9.449251278002091e-04	2.504365e+00
9.450722706573511e-04	2.505237e+00
9.451436992287792e-04	2.505661e+00
9.452151278002074e-04	2.506081e+00
9.452865563716355e-04	2.506499e+00
9.453579849430636e-04	2.506914e+00
9.454294135144918e-04	2.507327e+00
9.455008420859199e-04	2.507736e+00
9.455722706573481e-04	2.508142e+00
9.456536992287762e-04	2.508599e+00
9.457351278002043e-04	2.509035e+00
9.458165563716324e-04	2.509453e+00
9.458979849430604e-04	2.509851e+00
9.459794135144885e-04	2.510230e+00
9.460608420859166e-04	2.510589e+00
9.461422706573447e-04	2.510929e+00
9.462794135144867e-04	2.511437e+00
9.464165563716288e-04	2.511878e+00
9.465536992287708e-04	2.512252e+00
9.466908420859129e-04	2.512561e+00
9.468279849430549e-04	2.512803e+00
9.469651278001970e-04	2.512979e+00
9.471022706573390e-04	2.513089e+00
9.471822706573385e-04	2.513128e+00
9.472622706573381e-04	2.513146e+00
9.473422706573376e-04	2.513140e+00
9.474222706573371e-04	2.513113e+00
9.475022706573366e-04	2.513063e+00
9.475822706573362e-04	2.512991e+00
9.476622706573357e-04	2.512896e+00
9.477365563716210e-04	2.512783e+00
9.478108420859062e-04	2.512642e+00
9.478851278001915e-04	2.512474e+00
9.479594135144767e-04	2.512278e+00
9.480336992287621e-04	2.512055e+00
9.481079849430473e-04	2.511805e+00
9.481822706573326e-04	2.511527e+00
9.483036992287605e-04	2.511005e+00
9.484251278001883e-04	2.510417e+00
9.485465563716162e-04	2.509762e+00
9.486679849430439e-04	2.509041e+00
9.487894135144718e-04	2.508253e+00
9.489108420858997e-04	2.507399e+00
9.490322706573275e-04	2.506479e+00
9.490808420858987e-04	2.506094e+00
9.491294135144698e-04	2.505702e+00
9.491779849430409e-04	2.505302e+00
9.492265563716121e-04	2.504895e+00
9.492751278001833e-04	2.504479e+00
9.493236992287544e-04	2.504056e+00
9.493722706573255e-04	2.503625e+00
9.494208420858966e-04	2.503187e+00
9.494694135144678e-04	2.502753e+00
9.495179849430389e-04	2.502322e+00
9.495665563716101e-04	2.501895e+00
9.496151278001813e-04	2.501471e+00
9.496636992287524e-04	2.501051e+00
9.497122706573235e-04	2.500634e+00
9.497665563716089e-04	2.500182e+00
9.498208420858943e-04	2.499752e+00
9.498751278001797e-04	2.499342e+00
9.499294135144650e-04	2.498955e+00
9.499836992287505e-04	2.498589e+00
9.500379849430358e-04	2.498244e+00
9.500922706573212e-04	2.497921e+00
9.501965563716064e-04	2.497390e+00
9.503008420858914e-04	2.496940e+00
9.504051278001766e-04	2.496572e+00
9.505094135144616e-04	2.496286e+00
9.506136992287467e-04	2.496081e+00
9.507179849430318e-04	2.495958e+00
9.508222706573169e-04	2.495917e+00
9.509222706573163e-04	2.495930e+00
9.510222706573157e-04	2.495993e+00
9.511222706573151e-04	2.496106e+00
9.512222706573145e-04	2.496267e+00
9.513222706573139e-04	2.496478e+00
9.514222706573133e-04	2.496739e+00
9.515222706573128e-04	2.497049e+00
9.516008420858837e-04	2.497323e+00
9.516794135144546e-04	2.497627e+00
9.517579849430256e-04	2.497961e+00
9.518365563715966e-04	2.498325e+00
9.519151278001676e-04	2.498720e+00
9.519936992287385e-04	2.499145e+00
9.520722706573095e-04	2.499601e+00
9.521122706573092e-04	2.499844e+00
9.521751278001660e-04	2.500246e+00
9.522379849430227e-04	2.500664e+00
9.523008420858795e-04	2.501097e+00
9.523636992287363e-04	2.501545e+00
9.524265563715931e-04	2.502009e+00
9.524894135144498e-04	2.502488e+00
9.525522706573066e-04	2.502982e+00
9.526136992287349e-04	2.503475e+00
9.526751278001631e-04	2.503968e+00
9.527365563715913e-04	2.504462e+00
9.527979849430194e-04	2.504956e+00
9.528594135144476e-04	2.505451e+00
9.529208420858759e-04	2.505946e+00
9.529822706573041e-04	2.506442e+00
9.530894135144463e-04	2.507283e+00
9.531965563715886e-04	2.508098e+00
9.533036992287308e-04	2.508889e+00
9.534108420858729e-04	2.509655e+00
9.535179849430151e-04	2.510396e+00
9.536251278001574e-04	2.511111e+00
9.537322706572996e-04	2.511802e+00
9.537794135144422e-04	2.512101e+00
9.538265563715848e-04	2.512396e+00
9.538736992287274e-04	2.512688e+00
9.539208420858699e-04	2.512978e+00
9.539679849430125e-04	2.513264e+00
9.540151278001551e-04	2.513547e+00
9.540622706572977e-04	2.513827e+00
9.541179849430116e-04	2.514156e+00
9.541736992287256e-04	2.514481e+00
9.542294135144395e-04	2.514802e+00
9.542851278001535e-04	2.515118e+00
9.543408420858674e-04	2.515429e+00
9.543965563715814e-04	2.515737e+00
9.544522706572954e-04	2.516039e+00
9.545079849430093e-04	2.516337e+00
9.545636992287233e-04	2.516620e+00
9.546194135144372e-04	2.516888e+00
9.546751278001512e-04	2.517142e+00
9.547308420858651e-04	2.517381e+00
9.547865563715791e-04	2.517606e+00
9.548422706572930e-04	2.517816e+00
9.548979849430069e-04	2.518002e+00
9.549536992287210e-04	2.518163e+00
9.550094135144349e-04	2.518299e+00
9.550651278001489e-04	2.518410e+00
9.551208420858628e-04	2.518496e+00
9.551765563715768e-04	2.518556e+00
9.552322706572907e-04	2.518591e+00
9.552865563715762e-04	2.518595e+00
9.553408420858615e-04	2.518581e+00
9.553951278001469e-04	2.518550e+00
9.554494135144323e-04	2.518500e+00
9.555036992287177e-04	2.518433e+00
9.555579849430030e-04	2.518347e+00
9.556122706572885e-04	2.518244e+00
9.556622706572882e-04	2.518141e+00
9.557122706572879e-04	2.518037e+00
9.557622706572876e-04	2.517932e+00
9.558122706572873e-04	2.517825e+00
9.558622706572870e-04	2.517717e+00
9.559122706572867e-04	2.517608e+00
9.559622706572864e-04	2.517498e+00
9.560165563715718e-04	2.517387e+00
9.560708420858572e-04	2.517283e+00
9.561251278001426e-04	2.517187e+00
9.561794135144279e-04	2.517097e+00
9.562336992287134e-04	2.517014e+00
9.562879849429987e-04	2.516939e+00
9.563422706572841e-04	2.516870e+00
9.563979849429980e-04	2.516809e+00
9.564536992287121e-04	2.516747e+00
9.565094135144260e-04	2.516684e+00
9.565651278001400e-04	2.516620e+00
9.566208420858539e-04	2.516555e+00
9.566765563715679e-04	2.516489e+00
9.567322706572818e-04	2.516422e+00
9.567936992287100e-04	2.516336e+00
9.568551278001383e-04	2.516232e+00
9.569165563715665e-04	2.516110e+00
9.569779849429946e-04	2.515970e+00
9.570394135144228e-04	2.515811e+00
9.571008420858510e-04	2.515633e+00
9.571622706572793e-04	2.515437e+00
9.572208420858503e-04	2.515223e+00
9.572794135144214e-04	2.514993e+00
9.573379849429925e-04	2.514749e+00
9.573965563715636e-04	2.514489e+00
9.574551278001347e-04	2.514215e+00
9.575136992287058e-04	2.513926e+00
9.575722706572768e-04	2.513622e+00
9.576294135144193e-04	2.513317e+00
9.576865563715619e-04	2.513014e+00
9.577436992287044e-04	2.512712e+00
9.578008420858469e-04	2.512412e+00
9.578579849429894e-04	2.512112e+00
9.579151278001320e-04	2.511813e+00
9.579722706572744e-04	2.511516e+00
9.580408420858455e-04	2.511176e+00
9.581094135144165e-04	2.510847e+00
9.581779849429875e-04	2.510531e+00
9.582465563715586e-04	2.510227e+00
9.583151278001296e-04	2.509935e+00
9.583836992287006e-04	2.509655e+00
9.584522706572716e-04	2.509387e+00
9.585222706572712e-04	2.509126e+00
9.585922706572708e-04	2.508865e+00
9.586622706572703e-04	2.508605e+00
9.587322706572699e-04	2.508346e+00
9.588022706572695e-04	2.508087e+00
9.588722706572691e-04	2.507828e+00
9.589422706572687e-04	2.507571e+00
9.589979849429826e-04	2.507357e+00
9.590536992286966e-04	2.507138e+00
9.591094135144105e-04	2.506915e+00
9.591651278001245e-04	2.506687e+00
9.592208420858384e-04	2.506454e+00
9.592765563715525e-04	2.506217e+00
9.593322706572664e-04	2.505975e+00
9.593865563715518e-04	2.505733e+00
9.594408420858371e-04	2.505495e+00
9.594951278001226e-04	2.505263e+00
9.595494135144079e-04	2.505034e+00
9.596036992286933e-04	2.504811e+00
9.596579849429787e-04	2.504592e+00
9.597122706572641e-04	2.504377e+00
9.597665563715496e-04	2.504176e+00
9.598208420858349e-04	2.503993e+00
9.598751278001203e-04	2.503827e+00
9.599294135144057e-04	2.503679e+00
9.599836992286911e-04	2.503549e+00
9.600379849429764e-04	2.503436e+00
9.600922706572619e-04	2.503341e+00
9.602279849429753e-04	2.503210e+00
9.603636992286888e-04	2.503196e+00
9.604994135144023e-04	2.503299e+00
9.606351278001158e-04	2.503518e+00
9.607708420858292e-04	2.503854e+00
9.609065563715428e-04	2.504307e+00
9.610422706572562e-04	2.504877e+00
9.610965563715417e-04	2.505131e+00
9.611508420858270e-04	2.505400e+00
9.612051278001124e-04	2.505683e+00
9.612594135143978e-04	2.505980e+00
9.613136992286832e-04	2.506291e+00
9.613679849429685e-04	2.506617e+00
9.614222706572540e-04	2.506957e+00
9.614751278001108e-04	2.507299e+00
9.615279849429676e-04	2.507644e+00
9.615808420858244e-04	2.507991e+00
9.616336992286813e-04	2.508340e+00
9.616865563715381e-04	2.508691e+00
9.617394135143949e-04	2.509044e+00
9.617922706572518e-04	2.509400e+00
9.618565563715371e-04	2.509824e+00
9.619208420858224e-04	2.510231e+00
9.619851278001078e-04	2.510621e+00
9.620494135143931e-04	2.510993e+00
9.621136992286784e-04	2.511349e+00
9.621779849429637e-04	2.511688e+00
9.622422706572491e-04	2.512009e+00
9.623522706572484e-04	2.512507e+00
9.624079849429623e-04	2.512734e+00
9.624636992286764e-04	2.512956e+00
9.625194135143903e-04	2.513170e+00
9.625751278001043e-04	2.513379e+00
9.626308420858182e-04	2.513582e+00
9.626865563715322e-04	2.513778e+00
9.627422706572461e-04	2.513968e+00
9.627936992286744e-04	2.514147e+00
9.628451278001027e-04	2.514332e+00
9.628965563715310e-04	2.514524e+00
9.629479849429591e-04	2.514722e+00
9.629994135143874e-04	2.514926e+00
9.630508420858157e-04	2.515137e+00
9.631022706572440e-04	2.515354e+00
9.632265563715290e-04	2.515932e+00
9.633508420858139e-04	2.516559e+00
9.634751278000989e-04	2.517233e+00
9.635994135143839e-04	2.517956e+00
9.637236992286689e-04	2.518727e+00
9.638479849429538e-04	2.519546e+00
9.639722706572388e-04	2.520413e+00
9.640294135143813e-04	2.520821e+00
9.640865563715239e-04	2.521234e+00
9.641436992286664e-04	2.521653e+00
9.642008420858089e-04	2.522078e+00
9.642579849429514e-04	2.522509e+00
9.643151278000940e-04	2.522946e+00
9.643722706572364e-04	2.523390e+00
9.644294135143789e-04	2.523839e+00
9.644865563715215e-04	2.524285e+00
9.645436992286640e-04	2.524727e+00
9.646008420858065e-04	2.525166e+00
9.646579849429490e-04	2.525602e+00
9.647151278000916e-04	2.526034e+00
9.647722706572341e-04	2.526463e+00
9.648151278000910e-04	2.526775e+00
9.648579849429478e-04	2.527079e+00
9.649008420858047e-04	2.527374e+00
9.649436992286616e-04	2.527659e+00
9.649865563715186e-04	2.527936e+00
9.650294135143754e-04	2.528204e+00
9.650722706572323e-04	2.528463e+00
9.651579849429460e-04	2.528949e+00
9.652436992286599e-04	2.529386e+00
9.653294135143736e-04	2.529775e+00
9.654151278000874e-04	2.530116e+00
9.655008420858011e-04	2.530409e+00
9.655865563715150e-04	2.530653e+00
9.656722706572287e-04	2.530850e+00
9.657279849429426e-04	2.530948e+00
9.657836992286566e-04	2.531023e+00
9.658394135143706e-04	2.531075e+00
9.658951278000846e-04	2.531103e+00
9.659508420857985e-04	2.531108e+00
9.660065563715125e-04	2.531089e+00
9.660622706572264e-04	2.531047e+00
9.661136992286547e-04	2.530984e+00
9.661651278000830e-04	2.530904e+00
9.662165563715112e-04	2.530805e+00
9.662679849429394e-04	2.530688e+00
9.663194135143677e-04	2.530554e+00
9.663708420857960e-04	2.530401e+00
9.664222706572243e-04	2.530231e+00
9.664736992286525e-04	2.530045e+00
9.665251278000808e-04	2.529854e+00
9.665765563715091e-04	2.529660e+00
9.666279849429373e-04	2.529461e+00
9.666794135143656e-04	2.529258e+00
9.667308420857938e-04	2.529050e+00
9.667822706572221e-04	2.528838e+00
9.668351278000790e-04	2.528628e+00
9.668879849429357e-04	2.528427e+00
9.669408420857926e-04	2.528238e+00
9.669936992286495e-04	2.528059e+00
9.670465563715063e-04	2.527891e+00
9.670994135143631e-04	2.527733e+00
9.671522706572199e-04	2.527586e+00
9.672165563715053e-04	2.527432e+00
9.672808420857906e-04	2.527295e+00
9.673451278000760e-04	2.527173e+00
9.674094135143612e-04	2.527068e+00
9.674736992286466e-04	2.526979e+00
9.675379849429319e-04	2.526905e+00
9.676022706572173e-04	2.526848e+00
9.676636992286455e-04	2.526802e+00
9.677251278000737e-04	2.526758e+00
9.677865563715019e-04	2.526716e+00
9.678479849429300e-04	2.526675e+00
9.679094135143583e-04	2.526636e+00
9.679708420857865e-04	2.526599e+00
9.680322706572147e-04	2.526563e+00
9.681322706572141e-04	2.526488e+00
9.682322706572135e-04	2.526404e+00
9.683322706572129e-04	2.526310e+00
9.684322706572123e-04	2.526207e+00
9.685322706572117e-04	2.526094e+00
9.686322706572111e-04	2.525971e+00
9.687322706572105e-04	2.525839e+00
9.687936992286388e-04	2.525758e+00
9.688551278000670e-04	2.525677e+00
9.689165563714952e-04	2.525596e+00
9.689779849429233e-04	2.525516e+00
9.690394135143515e-04	2.525436e+00
9.691008420857798e-04	2.525357e+00
9.691622706572080e-04	2.525278e+00
9.692536992286360e-04	2.525159e+00
9.693451278000641e-04	2.525048e+00
9.694365563714921e-04	2.524943e+00
9.695279849429201e-04	2.524846e+00
9.696194135143481e-04	2.524756e+00
9.697108420857761e-04	2.524672e+00
9.698022706572042e-04	2.524596e+00
9.698494135143467e-04	2.524564e+00
9.698965563714894e-04	2.524536e+00
9.699436992286319e-04	2.524512e+00
9.699908420857745e-04	2.524493e+00
9.700379849429170e-04	2.524477e+00
9.700851278000597e-04	2.524466e+00
9.701322706572022e-04	2.524459e+00
9.702065563714876e-04	2.524455e+00
9.702808420857728e-04	2.524465e+00
9.703551278000581e-04	2.524488e+00
9.704294135143433e-04	2.524525e+00
9.705036992286286e-04	2.524576e+00
9.705779849429138e-04	2.524641e+00
9.706522706571991e-04	2.524720e+00
9.707094135143416e-04	2.524794e+00
9.707665563714842e-04	2.524882e+00
9.708236992286267e-04	2.524984e+00
9.708808420857692e-04	2.525100e+00
9.709379849429117e-04	2.525230e+00
9.709951278000543e-04	2.525373e+00
9.710522706571968e-04	2.525531e+00
9.711008420857679e-04	2.525679e+00
9.711494135143390e-04	2.525838e+00
9.711979849429101e-04	2.526006e+00
9.712465563714814e-04	2.526184e+00
9.712951278000525e-04	2.526373e+00
9.713436992286236e-04	2.526572e+00
9.713922706571947e-04	2.526780e+00
9.714408420857659e-04	2.526998e+00
9.714894135143370e-04	2.527217e+00
9.715379849429081e-04	2.527436e+00
9.715865563714794e-04	2.527655e+00
9.716351278000505e-04	2.527875e+00
9.716836992286216e-04	2.528095e+00
9.717322706571927e-04	2.528315e+00
9.717822706571924e-04	2.528535e+00
9.718322706571921e-04	2.528740e+00
9.718822706571918e-04	2.528931e+00
9.719322706571915e-04	2.529108e+00
9.719822706571912e-04	2.529271e+00
9.720322706571909e-04	2.529420e+00
9.720822706571907e-04	2.529554e+00
9.721536992286188e-04	2.529706e+00
9.722251278000470e-04	2.529818e+00
9.722965563714751e-04	2.529890e+00
9.723679849429032e-04	2.529922e+00
9.724394135143314e-04	2.529914e+00
9.725108420857595e-04	2.529867e+00
9.725822706571877e-04	2.529779e+00
9.725922706571876e-04	2.529764e+00
9.726594135143300e-04	2.529643e+00
9.727265563714726e-04	2.529494e+00
9.727936992286150e-04	2.529318e+00
9.728608420857574e-04	2.529114e+00
9.729279849428999e-04	2.528883e+00
9.729951278000424e-04	2.528625e+00
9.730622706571848e-04	2.528339e+00
9.731208420857559e-04	2.528070e+00
9.731794135143270e-04	2.527786e+00
9.732379849428980e-04	2.527488e+00
9.732965563714692e-04	2.527174e+00
9.733551278000403e-04	2.526847e+00
9.734136992286113e-04	2.526504e+00
9.734722706571824e-04	2.526147e+00
9.735294135143249e-04	2.525789e+00
9.735865563714675e-04	2.525431e+00
9.736436992286100e-04	2.525073e+00
9.737008420857525e-04	2.524715e+00
9.737579849428949e-04	2.524358e+00
9.738151278000375e-04	2.524000e+00
9.738722706571800e-04	2.523643e+00
9.739151278000369e-04	2.523383e+00
9.739579849428938e-04	2.523129e+00
9.740008420857507e-04	2.522880e+00
9.740436992286076e-04	2.522638e+00
9.740865563714645e-04	2.522402e+00
9.741294135143213e-04	2.522171e+00
9.741722706571782e-04	2.521946e+00
9.742979849428917e-04	2.521336e+00
9.744236992286053e-04	2.520771e+00
9.745494135143188e-04	2.520253e+00
9.746751278000324e-04	2.519782e+00
9.748008420857459e-04	2.519356e+00
9.749265563714595e-04	2.518978e+00
9.750522706571730e-04	2.518645e+00
9.751508420857438e-04	2.518400e+00
9.752494135143147e-04	2.518176e+00
9.753479849428855e-04	2.517974e+00
9.754465563714564e-04	2.517794e+00
9.755451278000273e-04	2.517635e+00
9.756436992285981e-04	2.517498e+00
9.757422706571689e-04	2.517382e+00
9.758494135143111e-04	2.517289e+00
9.759565563714534e-04	2.517229e+00
9.760636992285956e-04	2.517201e+00
9.761708420857378e-04	2.517206e+00
9.762779849428800e-04	2.517244e+00
9.763851278000223e-04	2.517314e+00
9.764922706571645e-04	2.517417e+00
9.765794135143068e-04	2.517523e+00
9.766665563714491e-04	2.517644e+00
9.767536992285914e-04	2.517779e+00
9.768408420857339e-04	2.517929e+00
9.769279849428762e-04	2.518094e+00
9.770151278000185e-04	2.518273e+00
9.771022706571608e-04	2.518467e+00
9.771794135143032e-04	2.518650e+00
9.772565563714456e-04	2.518838e+00
9.773336992285879e-04	2.519032e+00
9.774108420857305e-04	2.519231e+00
9.774879849428729e-04	2.519436e+00
9.775651278000153e-04	2.519646e+00
9.776422706571576e-04	2.519861e+00
9.777079849428716e-04	2.520043e+00
9.777736992285853e-04	2.520220e+00
9.778394135142993e-04	2.520393e+00
9.779051278000132e-04	2.520560e+00
9.779708420857272e-04	2.520722e+00
9.780365563714409e-04	2.520879e+00
9.781022706571549e-04	2.521031e+00
9.781736992285830e-04	2.521183e+00
9.782451278000112e-04	2.521327e+00
9.783165563714393e-04	2.521465e+00
9.783879849428676e-04	2.521596e+00
9.784594135142956e-04	2.521721e+00
9.785308420857239e-04	2.521838e+00
9.786022706571519e-04	2.521949e+00
9.786665563714372e-04	2.522048e+00
9.787308420857227e-04	2.522152e+00
9.787951278000080e-04	2.522260e+00
9.788594135142932e-04	2.522373e+00
9.789236992285785e-04	2.522490e+00
9.789879849428640e-04	2.522612e+00
9.790522706571493e-04	2.522738e+00
9.791136992285774e-04	2.522872e+00
9.791751278000057e-04	2.523012e+00
9.792365563714338e-04	2.523158e+00
9.792979849428621e-04	2.523311e+00
9.793594135142903e-04	2.523471e+00
9.794208420857186e-04	2.523638e+00
9.794822706571467e-04	2.523811e+00
9.795422706571463e-04	2.523984e+00
9.796022706571460e-04	2.524154e+00
9.796622706571456e-04	2.524319e+00
9.797222706571453e-04	2.524480e+00
9.797822706571449e-04	2.524637e+00
9.798422706571446e-04	2.524789e+00
9.799022706571442e-04	2.524937e+00
9.799608420857154e-04	2.525068e+00
9.800194135142863e-04	2.525186e+00
9.800779849428575e-04	2.525292e+00
9.801365563714285e-04	2.525384e+00
9.801951277999996e-04	2.525464e+00
9.802536992285706e-04	2.525531e+00
9.803122706571418e-04	2.525585e+00
9.803651277999986e-04	2.525620e+00
9.804179849428555e-04	2.525650e+00
9.804708420857124e-04	2.525678e+00
9.805236992285690e-04	2.525701e+00
9.805765563714259e-04	2.525721e+00
9.806294135142827e-04	2.525738e+00
9.806822706571396e-04	2.525751e+00
9.807308420857108e-04	2.525766e+00
9.807794135142818e-04	2.525789e+00
9.808279849428531e-04	2.525820e+00
9.808765563714241e-04	2.525859e+00
9.809251277999953e-04	2.525905e+00
9.809736992285663e-04	2.525959e+00
9.810222706571376e-04	2.526021e+00
9.810736992285657e-04	2.526102e+00
9.811251277999941e-04	2.526196e+00
9.811765563714223e-04	2.526304e+00
9.812279849428507e-04	2.526424e+00
9.812794135142789e-04	2.526556e+00
9.813308420857072e-04	2.526702e+00
9.813822706571354e-04	2.526860e+00
9.814322706571351e-04	2.527027e+00
9.814822706571348e-04	2.527197e+00
9.815322706571345e-04	2.527370e+00
9.815822706571342e-04	2.527547e+00
9.816322706571339e-04	2.527727e+00
9.816822706571336e-04	2.527910e+00
9.817322706571333e-04	2.528097e+00
9.817836992285615e-04	2.528285e+00
9.818351277999899e-04	2.528462e+00
9.818865563714181e-04	2.528629e+00
9.819379849428465e-04	2.528785e+00
9.819894135142746e-04	2.528931e+00
9.820408420857030e-04	2.529066e+00
9.820922706571312e-04	2.529191e+00
9.821851277999878e-04	2.529368e+00
9.822779849428444e-04	2.529496e+00
9.823708420857011e-04	2.529574e+00
9.824636992285575e-04	2.529603e+00
9.825565563714141e-04	2.529584e+00
9.826494135142707e-04	2.529514e+00
9.827422706571273e-04	2.529396e+00
9.828322706571268e-04	2.529248e+00
9.828679849428409e-04	2.529178e+00
9.829036992285549e-04	2.529104e+00
9.829394135142690e-04	2.529024e+00
9.829751277999831e-04	2.528940e+00
9.830108420856973e-04	2.528850e+00
9.830465563714112e-04	2.528755e+00
9.830822706571253e-04	2.528656e+00
9.831351277999822e-04	2.528497e+00
9.831879849428390e-04	2.528331e+00
9.832408420856959e-04	2.528157e+00
9.832936992285525e-04	2.527975e+00
9.833465563714094e-04	2.527785e+00
9.833994135142663e-04	2.527588e+00
9.834522706571231e-04	2.527382e+00
9.835079849428371e-04	2.527160e+00
9.835636992285509e-04	2.526942e+00
9.836194135142650e-04	2.526729e+00
9.836751277999790e-04	2.526521e+00
9.837308420856930e-04	2.526317e+00
9.837865563714068e-04	2.526117e+00
9.838422706571208e-04	2.525923e+00
9.838994135142633e-04	2.525740e+00
9.839565563714058e-04	2.525574e+00
9.840136992285483e-04	2.525426e+00
9.840708420856910e-04	2.525296e+00
9.841279849428335e-04	2.525182e+00
9.841851277999759e-04	2.525087e+00
9.842422706571184e-04	2.525009e+00
9.843051277999752e-04	2.524949e+00
9.843679849428320e-04	2.524906e+00
9.844308420856888e-04	2.524878e+00
9.844936992285454e-04	2.524866e+00
9.845565563714022e-04	2.524870e+00
9.846194135142590e-04	2.524890e+00
9.846822706571158e-04	2.524925e+00
9.847436992285439e-04	2.524967e+00
9.848051277999723e-04	2.525009e+00
9.848665563714004e-04	2.525052e+00
9.849279849428287e-04	2.525095e+00
9.849894135142568e-04	2.525138e+00
9.850508420856852e-04	2.525183e+00
9.851122706571133e-04	2.525228e+00
9.852451277999697e-04	2.525298e+00
9.853779849428260e-04	2.525351e+00
9.855108420856824e-04	2.525387e+00
9.856436992285386e-04	2.525405e+00
9.857765563713950e-04	2.525406e+00
9.859094135142514e-04	2.525389e+00
9.860422706571077e-04	2.525354e+00
9.861665563713927e-04	2.525320e+00
9.862908420856778e-04	2.525276e+00
9.864151277999627e-04	2.525222e+00
9.865394135142476e-04	2.525159e+00
9.866636992285325e-04	2.525085e+00
9.867879849428177e-04	2.525001e+00
9.869122706571026e-04	2.524907e+00
9.869865563713878e-04	2.524843e+00
9.870608420856732e-04	2.524773e+00
9.871351277999584e-04	2.524696e+00
9.872094135142436e-04	2.524612e+00
9.872836992285289e-04	2.524523e+00
9.873579849428143e-04	2.524426e+00
9.874322706570995e-04	2.524324e+00
9.874979849428134e-04	2.524228e+00
9.875636992285272e-04	2.524115e+00
9.876294135142411e-04	2.523986e+00
9.876951277999551e-04	2.523840e+00
9.877608420856691e-04	2.523679e+00
9.878265563713828e-04	2.523500e+00
9.878922706570968e-04	2.523306e+00
9.879479849428108e-04	2.523119e+00
9.880036992285246e-04	2.522913e+00
9.880594135142386e-04	2.522688e+00
9.881151277999526e-04	2.522445e+00
9.881708420856666e-04	2.522182e+00
9.882265563713804e-04	2.521901e+00
9.882822706570944e-04	2.521602e+00
9.883908420856653e-04	2.520956e+00
9.884994135142360e-04	2.520251e+00
9.886079849428069e-04	2.519489e+00
9.887165563713775e-04	2.518668e+00
9.888251277999484e-04	2.517790e+00
9.889336992285191e-04	2.516853e+00
9.890422706570899e-04	2.515858e+00
9.890922706570896e-04	2.515386e+00
9.891422706570893e-04	2.514906e+00
9.891922706570890e-04	2.514418e+00
9.892422706570887e-04	2.513922e+00
9.892922706570884e-04	2.513418e+00
9.893422706570881e-04	2.512906e+00
9.893922706570879e-04	2.512386e+00
9.894422706570876e-04	2.511860e+00
9.894922706570873e-04	2.511338e+00
9.895422706570870e-04	2.510821e+00
9.895922706570867e-04	2.510307e+00
9.896422706570864e-04	2.509797e+00
9.896922706570861e-04	2.509291e+00
9.897422706570858e-04	2.508789e+00
9.898051277999426e-04	2.508176e+00
9.898679849427994e-04	2.507591e+00
9.899308420856562e-04	2.507035e+00
9.899936992285128e-04	2.506508e+00
9.900565563713696e-04	2.506008e+00
9.901194135142264e-04	2.505538e+00
9.901822706570832e-04	2.505096e+00
9.902379849427972e-04	2.504738e+00
9.902936992285110e-04	2.504400e+00
9.903494135142250e-04	2.504081e+00
9.904051277999390e-04	2.503782e+00
9.904608420856530e-04	2.503502e+00
9.905165563713668e-04	2.503242e+00
9.905722706570808e-04	2.503001e+00
9.906265563713662e-04	2.502779e+00
9.906808420856517e-04	2.502560e+00
9.907351277999370e-04	2.502345e+00
9.907894135142224e-04	2.502133e+00
9.908436992285077e-04	2.501925e+00
9.908979849427933e-04	2.501721e+00
9.909522706570786e-04	2.501521e+00
9.910222706570782e-04	2.501252e+00
9.910922706570778e-04	2.500974e+00
9.911622706570773e-04	2.500688e+00
