Time;Channel A
(ms);(V)

-0,80794800;0,43900880
-0,80538800;0,43006680
-0,80282800;0,43006680
-0,80026800;0,43900880
-0,79770800;0,43006680
-0,79514800;0,43900880
-0,79258800;0,43006680
-0,79002800;0,43006680
-0,78746800;0,43006680
-0,78490800;0,43006680
-0,78234800;0,43006680
-0,77978800;0,43900880
-0,77722800;0,43900880
-0,77466800;0,43900880
-0,77210800;0,44798120
-0,76954800;0,43900880
-0,76698800;0,43006680
-0,76442800;0,43900880
-0,76186800;0,43900880
-0,75930800;0,43900880
-0,75674800;0,43006680
-0,75418800;0,43900880
-0,75162800;0,43006680
-0,74906800;0,43006680
-0,74650800;0,43900880
-0,74394800;0,43006680
-0,74138800;0,43006680
-0,73882800;0,43006680
-0,73626800;0,43900880
-0,73370800;0,44798120
-0,73114800;0,43900880
-0,72858800;0,43006680
-0,72602800;0,43900880
-0,72346800;0,43006680
-0,72090800;0,43900880
-0,71834800;0,43900880
-0,71578800;0,44798120
-0,71322800;0,44798120
-0,71066800;0,43900880
-0,70810800;0,43006680
-0,70554800;0,43006680
-0,70298800;0,43900880
-0,70042800;0,43006680
-0,69786800;0,43006680
-0,69530800;0,43900880
-0,69274800;0,43006680
-0,69018800;0,43900880
-0,68762800;0,44798120
-0,68506800;0,44798120
-0,68250800;0,43900880
-0,67994800;0,44798120
-0,67738800;0,43900880
-0,67482800;0,44798120
-0,67226800;0,43900880
-0,66970800;0,43900880
-0,66714800;0,44798120
-0,66458800;0,43006680
-0,66202800;0,44798120
-0,65946800;0,44798120
-0,65690800;0,43006680
-0,65434800;0,43006680
-0,65178800;0,44798120
-0,64922800;0,43900880
-0,64666800;0,43900880
-0,64410800;0,44798120
-0,64154800;0,44798120
-0,63898800;0,43900880
-0,63642800;0,44798120
-0,63386800;0,44798120
-0,63130800;0,43900880
-0,62874800;0,43006680
-0,62618800;0,44798120
-0,62362800;0,44798120
-0,62106800;0,44798120
-0,61850800;0,44798120
-0,61594800;0,43900880
-0,61338800;0,44798120
-0,61082800;0,43006680
-0,60826800;0,43900880
-0,60570800;0,43900880
-0,60314800;0,44798120
-0,60058800;0,43900880
-0,59802800;0,44798120
-0,59546800;0,44798120
-0,59290800;0,44798120
-0,59034800;0,44798120
-0,58778800;0,44798120
-0,58522800;0,44798120
-0,58266800;0,43900880
-0,58010800;0,43900880
-0,57754800;0,44798120
-0,57498800;0,44798120
-0,57242800;0,43900880
-0,56986800;0,43900880
-0,56730800;0,43006680
-0,56474800;0,44798120
-0,56218800;0,44798120
-0,55962800;0,43900880
-0,55706800;0,44798120
-0,55450800;0,44798120
-0,55194800;0,43900880
-0,54938800;0,44798120
-0,54682800;0,44798120
-0,54426800;0,44798120
-0,54170800;0,44798120
-0,53914800;0,44798120
-0,53658800;0,44798120
-0,53402800;0,43900880
-0,53146800;0,43006680
-0,52890800;0,43900880
-0,52634800;0,44798120
-0,52378800;0,44798120
-0,52122800;0,44798120
-0,51866800;0,44798120
-0,51610800;0,44798120
-0,51354800;0,44798120
-0,51098800;0,44798120
-0,50842800;0,43900880
