Time;Channel A
(ms);(V)

-0,20689701;0,01440474
-0,20177701;0,01440474
-0,19665701;0,01440474
-0,19153701;0,01440474
-0,18641701;0,01440474
-0,18129701;0,01440474
-0,17617701;0,01440474
-0,17105701;-0,00311289
-0,16593701;0,01440474
-0,16081701;0,01440474
-0,15569701;0,01440474
-0,15057701;0,01440474
-0,14545701;-0,00311289
-0,14033701;0,01440474
-0,13521701;0,01440474
-0,13009701;0,01440474
-0,12497701;0,01440474
-0,11985701;0,01440474
-0,11473701;0,01440474
-0,10961701;-0,00311289
-0,10449701;0,01440474
-0,09937701;0,01440474
-0,09425701;0,01440474
-0,08913701;-0,00311289
-0,08401701;0,01440474
-0,07889701;0,01440474
-0,07377701;0,01440474
-0,06865701;0,01440474
-0,06353701;0,01440474
-0,05841701;0,01440474
-0,05329701;-0,00311289
-0,04817701;0,01440474
-0,04305701;-0,00311289
-0,03793701;0,01440474
-0,03281701;0,01440474
-0,02769701;0,01440474
-0,02257701;0,01440474
-0,01745701;0,01440474
-0,01233701;0,01440474
-0,00721701;0,01440474
-0,00209701;0,01440474
0,00302299;0,01440474
0,00814299;0,55732900
0,01326299;0,89010290
0,01838299;1,06527900
0,02350299;1,15286700
0,02862299;1,18790200
0,03374299;1,22287700
0,03886299;1,22287700
0,04398299;1,24039400
0,04910299;1,24039400
0,05422299;1,24039400
0,05934299;1,24039400
0,06446299;1,22287700
0,06958299;1,22287700
0,07470299;1,22287700
0,07982299;1,20535900
0,08494299;1,20535900
0,09006299;1,20535900
0,09518299;1,20535900
0,10030299;1,20535900
0,10542299;1,20535900
0,11054299;1,18790200
0,11566299;1,18790200
0,12078299;1,18790200
0,12590299;1,18790200
0,13102299;1,18790200
0,13614299;1,18790200
0,14126299;1,17038500
0,14638299;1,17038500
0,15150299;1,17038500
0,15662299;1,17038500
0,16174299;1,17038500
0,16686299;1,17038500
0,17198299;1,17038500
0,17710299;1,17038500
0,18222299;1,17038500
0,18734299;1,17038500
0,19246299;1,17038500
0,19758299;1,17038500
0,20270299;1,17038500
0,20782299;1,17038500
0,21294299;1,17038500
0,21806299;1,17038500
0,22318299;1,17038500
0,22830299;1,17038500
0,23342299;1,17038500
0,23854299;1,17038500
0,24366299;1,17038500
0,24878299;1,17038500
0,25390299;1,17038500
0,25902299;1,17038500
0,26414299;1,17038500
0,26926299;1,17038500
0,27438299;1,17038500
0,27950299;1,17038500
0,28462299;1,15286700
0,28974299;1,17038500
0,29486299;1,17038500
0,29998299;1,17038500
0,30510299;1,17038500
0,31022299;1,17038500
0,31534299;1,15286700
0,32046299;1,15286700
0,32558299;1,17038500
0,33070299;1,15286700
0,33582299;1,17038500
0,34094299;1,15286700
0,34606299;1,15286700
0,35118299;1,17038500
0,35630299;1,17038500
0,36142299;1,15286700
0,36654299;1,15286700
0,37166299;1,15286700
0,37678299;1,17038500
0,38190299;1,17038500
0,38702299;1,17038500
0,39214299;1,15286700
0,39726299;1,17038500
0,40238299;1,15286700
0,40750299;1,17038500
0,41262299;1,15286700
0,41774299;1,15286700
0,42286299;1,17038500
