time;V(V_tia);
1.80437e-05;1.0293;
1.80609e-05;1.02933;
1.80817e-05;1.02936;
1.81131e-05;1.02941;
1.8151e-05;1.02947;
1.82046e-05;1.02955;
1.82721e-05;1.02965;
1.83687e-05;1.02981;
1.85009e-05;1.03002;
1.8707e-05;1.03037;
1.90364e-05;1.03093;
1.95701e-05;1.03186;
2.00884e-05;1.03276;
2.03878e-05;1.03325;
2.05902e-05;1.03357;
2.07672e-05;1.03384;
2.09551e-05;1.03412;
2.11408e-05;1.03438;
2.13608e-05;1.03466;
2.15994e-05;1.03495;
2.19236e-05;1.03529;
2.22452e-05;1.03556;
2.23948e-05;1.03567;
2.24645e-05;1.03571;
2.24986e-05;1.03573;
2.25057e-05;1.03574;
2.25101e-05;1.03574;
2.25132e-05;1.03574;
2.25148e-05;1.03574;
2.25156e-05;1.03574;
2.2516e-05;1.03574;
2.25164e-05;1.03574;
2.25168e-05;1.03574;
2.25172e-05;1.03574;
2.25178e-05;1.03574;
2.25189e-05;1.03575;
2.2521e-05;1.03575;
2.25252e-05;1.03575;
2.25294e-05;1.03575;
2.25336e-05;1.03575;
2.25375e-05;1.03576;
2.25416e-05;1.03576;
2.25458e-05;1.03576;
2.25504e-05;1.03576;
2.2555e-05;1.03577;
2.25602e-05;1.03577;
2.25659e-05;1.03577;
2.25724e-05;1.03578;
2.25799e-05;1.03578;
2.25892e-05;1.03579;
2.26007e-05;1.03579;
2.26164e-05;1.0358;
2.26388e-05;1.03581;
2.26758e-05;1.03583;
2.27498e-05;1.03587;
2.28977e-05;1.03592;
2.31935e-05;1.036;
2.37666e-05;1.03598;
2.44146e-05;1.03572;
2.47669e-05;1.03547;
2.52092e-05;1.03508;
2.55154e-05;1.03475;
2.59016e-05;1.03429;
2.64775e-05;1.03353;
2.71886e-05;1.03253;
2.80185e-05;1.03138;
2.86829e-05;1.03056;
2.9318e-05;1.02991;
2.99555e-05;1.02944;
3.07851e-05;1.02916;
3.17851e-05;1.02931;
3.27851e-05;1.02998;
3.3652e-05;1.03088;
3.44632e-05;1.03191;
3.51764e-05;1.03286;
3.58999e-05;1.03379;
3.67742e-05;1.03476;
3.77742e-05;1.03554;
3.83166e-05;1.03578;
3.88518e-05;1.03588;
3.93374e-05;1.03585;
3.98501e-05;1.0357;
4.05806e-05;1.03529;
4.14565e-05;1.03456;
4.24565e-05;1.03355;
4.34565e-05;1.0325;
4.4166e-05;1.03183;
4.48041e-05;1.03134;
4.54471e-05;1.03098;
4.61078e-05;1.03078;
4.7056e-05;1.03082;
4.8056e-05;1.03125;
4.9056e-05;1.032;
4.99165e-05;1.03282;
5.06761e-05;1.0336;
5.14572e-05;1.03438;
5.24185e-05;1.03518;
5.30122e-05;1.03556;
5.37808e-05;1.03588;
5.43967e-05;1.03598;
5.50942e-05;1.03592;
5.60942e-05;1.03556;
5.70942e-05;1.03493;
5.80942e-05;1.03416;
5.90942e-05;1.03338;
5.9889e-05;1.03284;
6.05438e-05;1.0325;
6.12454e-05;1.03226;
6.19787e-05;1.03217;
6.28473e-05;1.03228;
6.38473e-05;1.03269;
6.48473e-05;1.03333;
6.56651e-05;1.03395;
6.6501e-05;1.03461;
6.7458e-05;1.03531;
6.84054e-05;1.03584;
6.94054e-05;1.03618;
7.04054e-05;1.03624;
7.14054e-05;1.03603;
7.24054e-05;1.03561;
7.34054e-05;1.03505;
7.44054e-05;1.03446;
7.54054e-05;1.03394;
7.61619e-05;1.03365;
7.69105e-05;1.03348;
7.7718e-05;1.03344;
7.86821e-05;1.0336;
7.96821e-05;1.03398;
8.06821e-05;1.03451;
8.16821e-05;1.03512;
8.26821e-05;1.03571;
8.36821e-05;1.0362;
8.46821e-05;1.03652;
8.56821e-05;1.03664;
8.66821e-05;1.03656;
8.76821e-05;1.03629;
8.86821e-05;1.0359;
8.96821e-05;1.03546;
9.06821e-05;1.03506;
9.16821e-05;1.03475;
9.25202e-05;1.03461;
9.34307e-05;1.0346;
9.44307e-05;1.03477;
9.54307e-05;1.03509;
9.64307e-05;1.03552;
9.74307e-05;1.036;
9.84307e-05;1.03646;
9.94307e-05;1.03682;
0.000100431;1.03706;
0.000101431;1.03714;
0.000102431;1.03706;
0.000103431;1.03685;
0.000104431;1.03655;
0.000105431;1.03623;
0.000106431;1.03594;
0.000107431;1.03574;
0.000108431;1.03566;
0.000109431;1.03571;
0.000110431;1.03591;
0.000111431;1.0362;
0.000112431;1.03657;
0.000113431;1.03694;
0.000114431;1.03728;
0.000115431;1.03753;
0.000116431;1.03768;
0.000117431;1.0377;
0.000118431;1.03761;
0.000119431;1.03743;
0.000120431;1.0372;
0.000121431;1.03697;
0.000122431;1.03679;
0.000123431;1.03668;
0.000124431;1.03667;
0.000125431;1.03677;
0.000126431;1.03697;
0.000127431;1.03723;
0.000128431;1.03753;
0.000129431;1.03782;
0.000130431;1.03807;
0.000131431;1.03824;
0.000132431;1.03832;
0.000133431;1.03831;
0.000134431;1.03822;
0.000135431;1.03808;
0.000136431;1.03792;
0.000137431;1.03776;
0.000138431;1.03765;
0.000139431;1.03761;
0.000140431;1.03766;
0.000141431;1.03777;
0.000142431;1.03796;
0.000143431;1.03819;
0.000144431;1.03843;
0.000145431;1.03865;
0.000146431;1.03883;
0.000147431;1.03895;
0.000148431;1.039;
0.000149431;1.03897;
0.000150431;1.0389;
0.000151431;1.03879;
0.000152431;1.03868;
0.000153431;1.03858;
0.000154431;1.03853;
0.000155431;1.03854;
0.000156431;1.03861;
0.000157431;1.03873;
0.000158431;1.0389;
0.000159431;1.0391;
0.000160431;1.03929;
0.000161431;1.03946;
0.000162431;1.03959;
0.000163431;1.03967;
0.000164431;1.0397;
0.000165431;1.03967;
0.000166431;1.03962;
0.000167431;1.03954;
0.000168431;1.03947;
0.000169431;1.03942;
0.000170431;1.03941;
0.000171431;1.03945;
0.000172431;1.03953;
0.000173431;1.03966;
0.000174431;1.03981;
0.000175431;1.03997;
0.000176431;1.04012;
0.000177431;1.04026;
0.000178431;1.04035;
0.000179431;1.04041;
0.000180431;1.04042;
0.000181431;1.04041;
0.000182431;1.04037;
0.000183431;1.04032;
0.000184431;1.04029;
0.000185431;1.04027;
0.000186431;1.04029;
0.000187431;1.04035;
0.000188431;1.04043;
0.000189431;1.04055;
0.000190431;1.04068;
0.000191431;1.04082;
0.000192431;1.04094;
0.000193431;1.04104;
0.000194431;1.04112;
0.000195431;1.04116;
0.000196431;1.04117;
0.000197431;1.04116;
0.000198431;1.04114;
0.000199431;1.04112;
0.000200431;1.04111;
0.000201431;1.04112;
0.000202431;1.04116;
0.000203431;1.04122;
0.000204431;1.04131;
0.000205431;1.04142;
0.000206431;1.04154;
0.000207431;1.04165;
0.000208431;1.04175;
0.000209431;1.04183;
0.000210431;1.04189;
0.000211431;1.04192;
0.000212431;1.04194;
0.000213431;1.04194;
0.000214431;1.04193;
0.000215431;1.04193;
0.000216431;1.04194;
0.000217431;1.04197;
0.000218431;1.04202;
0.000219431;1.04209;
0.000220431;1.04218;
0.000221431;1.04227;
0.000222431;1.04237;
0.000223431;1.04247;
0.000224431;1.04255;
0.000225431;1.04262;
0.000226431;1.04267;
0.000227431;1.0427;
0.000228431;1.04272;
0.000229431;1.04273;
0.000230431;1.04273;
0.000231431;1.04275;
0.000232431;1.04277;
0.000233431;1.04281;
0.000234431;1.04287;
0.000235431;1.04294;
0.000236431;1.04302;
0.000237431;1.04311;
0.000238431;1.0432;
0.000239431;1.04328;
0.000240431;1.04335;
0.000241431;1.04341;
0.000242431;1.04345;
0.000243431;1.04348;
0.000244431;1.0435;
0.000245431;1.04352;
0.000246431;1.04354;
0.000247431;1.04357;
0.000248431;1.0436;
0.000249431;1.04365;
0.000250431;1.04371;
0.000251431;1.04378;
0.000252431;1.04386;
0.000253431;1.04394;
0.000254431;1.04402;
0.000255431;1.04409;
0.000256431;1.04415;
0.000257431;1.0442;
0.000258431;1.04424;
0.000259431;1.04427;
0.000260431;1.0443;
0.000261431;1.04433;
0.000262431;1.04436;
0.000263431;1.04439;
0.000264431;1.04443;
0.000265431;1.04449;
0.000266431;1.04455;
0.000267431;1.04461;
0.000268431;1.04469;
0.000269431;1.04476;
0.000270431;1.04483;
0.000271431;1.04489;
0.000272431;1.04495;
0.000273431;1.045;
0.000274431;1.04504;
0.000275431;1.04507;
0.000276431;1.0451;
0.000277431;1.04514;
0.000278431;1.04517;
0.000279431;1.04521;
0.000280431;1.04526;
0.000281431;1.04531;
0.000282431;1.04537;
0.000283431;1.04544;
0.000284431;1.04551;
0.000285431;1.04557;
0.000286431;1.04564;
0.000287431;1.04569;
0.000288431;1.04575;
0.000289431;1.04579;
0.000290431;1.04583;
0.000291431;1.04587;
0.000292431;1.04591;
0.000293431;1.04594;
0.000294431;1.04599;
0.000295431;1.04603;
0.000296431;1.04608;
0.000297431;1.04614;
0.000298431;1.0462;
0.000299431;1.04626;
0.000300431;1.04632;
0.000301431;1.04638;
0.000302431;1.04644;
0.000303431;1.0465;
0.000304431;1.04655;
0.000305431;1.04659;
0.000306431;1.04663;
0.000307431;1.04667;
0.000308431;1.04671;
0.000309431;1.04675;
0.000310431;1.0468;
0.000311431;1.04685;
0.000312431;1.0469;
0.000313431;1.04696;
0.000314431;1.04701;
0.000315431;1.04707;
0.000316431;1.04713;
0.000317431;1.04719;
0.000318431;1.04725;
0.000319431;1.0473;
0.000320431;1.04735;
0.000321431;1.04739;
0.000322431;1.04744;
0.000323431;1.04748;
0.000324431;1.04752;
0.000325431;1.04756;
0.000326431;1.04761;
0.000327431;1.04766;
0.000328431;1.04771;
0.000329431;1.04777;
0.000330431;1.04783;
0.000331431;1.04788;
0.000332431;1.04794;
0.000333431;1.048;
0.000334431;1.04805;
0.000335431;1.0481;
0.000336431;1.04815;
0.000337431;1.04819;
0.000338431;1.04824;
0.000339431;1.04828;
0.000340431;1.04833;
0.000341431;1.04837;
0.000342431;1.04842;
0.000343431;1.04847;
0.000344431;1.04853;
0.000345431;1.04858;
0.000346431;1.04864;
0.000347431;1.04869;
0.000348431;1.04875;
0.000349431;1.0488;
0.000350431;1.04885;
0.000351431;1.0489;
0.000352431;1.04895;
0.000353431;1.049;
0.000354431;1.04904;
0.000355431;1.04909;
0.000356431;1.04913;
0.000357431;1.04918;
0.000358431;1.04923;
0.000359431;1.04928;
0.000360431;1.04933;
0.000361431;1.04939;
0.000362431;1.04944;
0.000363431;1.0495;
0.000364431;1.04955;
0.000365431;1.0496;
0.000366431;1.04965;
0.000367431;1.0497;
0.000368431;1.04975;
0.000369431;1.0498;
0.000370431;1.04984;
0.000371431;1.04989;
0.000372431;1.04994;
0.000373431;1.04998;
0.000374431;1.05004;
0.000375431;1.05009;
0.000376431;1.05014;
0.000377431;1.05019;
0.000378431;1.05025;
0.000379431;1.0503;
0.000380431;1.05035;
0.000381431;1.0504;
0.000382431;1.05045;
0.000383431;1.0505;
0.000384431;1.05055;
0.000385431;1.0506;
0.000386431;1.05064;
0.000387431;1.05069;
0.000388431;1.05074;
0.000389431;1.05079;
0.000390431;1.05084;
0.000391431;1.05089;
0.000392431;1.05094;
0.000393431;1.05099;
0.000394431;1.05105;
0.000395431;1.0511;
0.000396431;1.05115;
0.000397431;1.0512;
0.000398431;1.05125;
0.000399431;1.0513;
0.000400431;1.05135;
0.000401431;1.05139;
0.000402431;1.05144;
0.000403431;1.05149;
0.000404431;1.05154;
0.000405431;1.05159;
0.000406431;1.05164;
0.000407431;1.05169;
0.000408431;1.05174;
0.000409431;1.05179;
0.000410431;1.05184;
0.000411431;1.0519;
0.000412431;1.05195;
0.000413431;1.052;
0.000414431;1.05205;
0.000415431;1.05209;
0.000416431;1.05214;
0.000417431;1.05219;
0.000418431;1.05224;
0.000419431;1.05229;
0.000420431;1.05234;
0.000421431;1.05239;
0.000422431;1.05244;
0.000423431;1.05249;
0.000424431;1.05254;
0.000425431;1.05259;
0.000426431;1.05264;
0.000427431;1.05269;
0.000428431;1.05274;
0.000429431;1.05279;
0.000430431;1.05284;
0.000431431;1.05289;
0.000432431;1.05294;
0.000433431;1.05298;
0.000434431;1.05303;
0.000435431;1.05308;
0.000436431;1.05313;
0.000437431;1.05318;
0.000438431;1.05323;
0.000439431;1.05328;
0.000440431;1.05333;
0.000441431;1.05338;
0.000442431;1.05343;
0.000443431;1.05348;
0.000444431;1.05353;
0.000445431;1.05358;
0.000446431;1.05363;
0.000447431;1.05368;
0.000448431;1.05373;
0.000449431;1.05378;
0.000450431;1.05383;
0.000451431;1.05388;
0.000452431;1.05393;
0.000453431;1.05398;
0.000454431;1.05403;
0.000455431;1.05408;
0.000456431;1.05413;
0.000457431;1.05418;
0.000458431;1.05423;
0.000459431;1.05428;
0.000460431;1.05432;
0.000461431;1.05437;
0.000462431;1.05442;
0.000463431;1.05447;
0.000464431;1.05452;
0.000465431;1.05457;
0.000466431;1.05462;
0.000467431;1.05467;
0.000468431;1.05472;
0.000469431;1.05477;
0.000470431;1.05482;
0.000471431;1.05487;
0.000472431;1.05492;
0.000473431;1.05497;
0.000474431;1.05501;
0.000475431;1.05506;
0.000476431;1.05511;
0.000477431;1.05516;
0.000478431;1.05521;
0.000479431;1.05526;
0.000480431;1.05531;
0.000481431;1.05536;
0.000482431;1.05541;
0.000483431;1.05545;
0.000484431;1.0555;
0.000485431;1.05555;
0.000486431;1.0556;
0.000487431;1.05565;
0.000488431;1.0557;
0.000489431;1.05575;
0.000490431;1.0558;
0.000491431;1.05585;
0.000492431;1.0559;
0.000493431;1.05595;
0.000494431;1.056;
0.000495431;1.05605;
0.000496431;1.05609;
0.000497431;1.05614;
0.000498431;1.05619;
0.000499431;1.05624;
0.000500431;1.05629;
0.000501431;1.05634;
0.000502431;1.05639;
0.000503431;1.05644;
0.000504431;1.05649;
0.000505431;1.05654;
0.000506431;1.05659;
0.000507431;1.05663;
0.000508431;1.05668;
0.000509431;1.05673;
0.000510431;1.05678;
0.000511431;1.05683;
0.000512431;1.05688;
0.000513431;1.05693;
0.000514431;1.05697;
0.000515431;1.05702;
0.000516431;1.05707;
0.000517431;1.05712;
0.000518431;1.05717;
0.000519431;1.05722;
0.000520431;1.05727;
0.000521431;1.05732;
0.000522431;1.05737;
0.000523431;1.05742;
0.000524431;1.05746;
0.000525431;1.05751;
0.000526431;1.05756;
0.000527431;1.05761;
0.000528431;1.05766;
0.000529431;1.05771;
0.000530431;1.05776;
0.000531431;1.0578;
0.000532431;1.05785;
0.000533431;1.0579;
0.000534431;1.05795;
0.000535431;1.058;
0.000536431;1.05805;
0.000537431;1.0581;
0.000538431;1.05815;
0.000539431;1.05819;
0.000540431;1.05824;
0.000541431;1.05829;
0.000542431;1.05834;
0.000543431;1.05839;
0.000544431;1.05844;
0.000545431;1.05848;
0.000546431;1.05853;
0.000547431;1.05858;
0.000548431;1.05863;
0.000549431;1.05868;
0.000550431;1.05873;
0.000551431;1.05878;
0.000552431;1.05883;
0.000553431;1.05887;
0.000554431;1.05892;
0.000555431;1.05897;
0.000556431;1.05902;
0.000557431;1.05907;
0.000558431;1.05912;
0.000559431;1.05916;
0.000560431;1.05921;
0.000561431;1.05926;
0.000562431;1.05931;
0.000563431;1.05936;
0.000564431;1.05941;
0.000565431;1.05945;
0.000566431;1.0595;
0.000567431;1.05955;
0.000568431;1.0596;
0.000569431;1.05965;
0.000570431;1.0597;
0.000571431;1.05974;
0.000572431;1.05979;
0.000573431;1.05984;
0.000574431;1.05989;
0.000575431;1.05994;
0.000576431;1.05998;
0.000577431;1.06003;
0.000578431;1.06008;
0.000579431;1.06013;
0.000580431;1.06018;
0.000581431;1.06023;
0.000582431;1.06027;
0.000583431;1.06032;
0.000584431;1.06037;
0.000585431;1.06042;
0.000586431;1.06047;
0.000587431;1.06051;
0.000588431;1.06056;
0.000589431;1.06061;
0.000590431;1.06066;
0.000591431;1.06071;
0.000592431;1.06075;
0.000593431;1.0608;
0.000594431;1.06085;
0.000595431;1.0609;
0.000596431;1.06095;
0.000597431;1.06099;
0.000598431;1.06104;
0.000599431;1.06109;
0.000600431;1.06114;
0.000601431;1.06119;
0.000602431;1.06123;
0.000603431;1.06128;
0.000604431;1.06133;
0.000605431;1.06138;
0.000606431;1.06142;
0.000607431;1.06147;
0.000608431;1.06152;
0.000609431;1.06157;
0.000610431;1.06162;
0.000611431;1.06166;
0.000612431;1.06171;
0.000613431;1.06176;
0.000614431;1.06181;
0.000615431;1.06185;
0.000616431;1.0619;
0.000617431;1.06195;
0.000618431;1.062;
0.000619431;1.06205;
0.000620431;1.06209;
0.000621431;1.06214;
0.000622431;1.06219;
0.000623431;1.06224;
0.000624431;1.06228;
0.000625431;1.06233;
0.000626431;1.06238;
0.000627431;1.06243;
0.000628431;1.06247;
0.000629431;1.06252;
0.000630431;1.06257;
0.000631431;1.06262;
0.000632431;1.06266;
0.000633431;1.06271;
0.000634431;1.06276;
0.000635431;1.06281;
0.000636431;1.06285;
0.000637431;1.0629;
0.000638431;1.06295;
0.000639431;1.063;
0.000640431;1.06304;
0.000641431;1.06309;
0.000642431;1.06314;
0.000643431;1.06319;
0.000644431;1.06323;
0.000645431;1.06328;
0.000646431;1.06333;
0.000647431;1.06338;
0.000648431;1.06342;
0.000649431;1.06347;
0.000650431;1.06352;
0.000651431;1.06356;
0.000652431;1.06361;
0.000653431;1.06366;
0.000654431;1.06371;
0.000655431;1.06375;
0.000656431;1.0638;
0.000657431;1.06385;
0.000658431;1.0639;
0.000659431;1.06394;
0.000660431;1.06399;
0.000661431;1.06404;
0.000662431;1.06408;
0.000663431;1.06413;
0.000664431;1.06418;
0.000665431;1.06423;
0.000666431;1.06427;
0.000667431;1.06432;
0.000668431;1.06437;
0.000669431;1.06441;
0.000670431;1.06446;
0.000671431;1.06451;
0.000672431;1.06455;
0.000673431;1.0646;
0.000674431;1.06465;
0.000675431;1.0647;
0.000676431;1.06474;
0.000677431;1.06479;
0.000678431;1.06484;
0.000679431;1.06488;
0.000680431;1.06493;
0.000681431;1.06498;
0.000682431;1.06502;
0.000683431;1.06507;
0.000684431;1.06512;
0.000685431;1.06516;
0.000686431;1.06521;
0.000687431;1.06526;
0.000688431;1.0653;
0.000689431;1.06535;
0.000690431;1.0654;
0.000691431;1.06545;
0.000692431;1.06549;
0.000693431;1.06554;
0.000694431;1.06559;
0.000695431;1.06563;
0.000696431;1.06568;
0.000697431;1.06573;
0.000698431;1.06577;
0.000699431;1.06582;
0.000700431;1.06587;
0.000701431;1.06591;
0.000702431;1.06596;
0.000703431;1.066;
0.000704431;1.06605;
0.000705431;1.0661;
0.000706431;1.06614;
0.000707431;1.06619;
0.000708431;1.06624;
0.000709431;1.06628;
0.000710431;1.06633;
0.000711431;1.06638;
0.000712431;1.06642;
0.000713431;1.06647;
0.000714431;1.06652;
0.000715431;1.06656;
0.000716431;1.06661;
0.000717431;1.06666;
0.000718431;1.0667;
0.000719431;1.06675;
0.000720431;1.06679;
0.000721431;1.06684;
0.000722431;1.06689;
0.000723431;1.06693;
0.000724431;1.06698;
0.000725431;1.06703;
0.000726431;1.06707;
0.000727431;1.06712;
0.000728431;1.06717;
0.000729431;1.06721;
0.000730431;1.06726;
0.000731431;1.0673;
0.000732431;1.06735;
0.000733431;1.0674;
0.000734431;1.06744;
0.000735431;1.06749;
0.000736431;1.06753;
0.000737431;1.06758;
0.000738431;1.06763;
0.000739431;1.06767;
0.000740431;1.06772;
0.000741431;1.06776;
0.000742431;1.06781;
0.000743431;1.06786;
0.000744431;1.0679;
0.000745431;1.06795;
0.000746431;1.06799;
0.000747431;1.06804;
0.000748431;1.06809;
0.000749431;1.06813;
0.000750431;1.06818;
0.000751431;1.06822;
0.000752431;1.06827;
0.000753431;1.06832;
0.000754431;1.06836;
0.000755431;1.06841;
0.000756431;1.06845;
0.000757431;1.0685;
0.000758431;1.06855;
0.000759431;1.06859;
0.000760431;1.06864;
0.000761431;1.06868;
0.000762431;1.06873;
0.000763431;1.06877;
0.000764431;1.06882;
0.000765431;1.06887;
0.000766431;1.06891;
0.000767431;1.06896;
0.000768431;1.069;
0.000769431;1.06905;
0.000770431;1.06909;
0.000771431;1.06914;
0.000772431;1.06918;
0.000773431;1.06923;
0.000774431;1.06928;
0.000775431;1.06932;
0.000776431;1.06937;
0.000777431;1.06941;
0.000778431;1.06946;
0.000779431;1.0695;
0.000780431;1.06955;
0.000781431;1.06959;
0.000782431;1.06964;
0.000783431;1.06969;
0.000784431;1.06973;
0.000785431;1.06978;
0.000786431;1.06982;
0.000787431;1.06987;
0.000788431;1.06991;
0.000789431;1.06996;
0.000790431;1.07;
0.000791431;1.07005;
0.000792431;1.07009;
0.000793431;1.07014;
0.000794431;1.07018;
0.000795431;1.07023;
0.000796431;1.07027;
0.000797431;1.07032;
0.000798431;1.07036;
0.000799431;1.07041;
0.000800431;1.07046;
0.000801431;1.0705;
0.000802431;1.07055;
0.000803431;1.07059;
0.000804431;1.07064;
0.000805431;1.07068;
0.000806431;1.07073;
0.000807431;1.07077;
0.000808431;1.07082;
0.000809431;1.07086;
0.000810431;1.07091;
0.000811431;1.07095;
0.000812431;1.071;
0.000813431;1.07104;
0.000814431;1.07109;
0.000815431;1.07113;
0.000816431;1.07118;
0.000817431;1.07122;
0.000818431;1.07127;
0.000819431;1.07131;
0.000820431;1.07136;
0.000821431;1.0714;
0.000822431;1.07144;
0.000823431;1.07149;
0.000824431;1.07153;
0.000825431;1.07158;
0.000826431;1.07162;
0.000827431;1.07167;
0.000828431;1.07171;
0.000829431;1.07176;
0.000830431;1.0718;
0.000831431;1.07185;
0.000832431;1.07189;
0.000833431;1.07194;
0.000834431;1.07198;
0.000835431;1.07203;
0.000836431;1.07207;
0.000837431;1.07211;
0.000838431;1.07216;
0.000839431;1.0722;
0.000840431;1.07225;
0.000841431;1.07229;
0.000842431;1.07234;
0.000843431;1.07238;
0.000844431;1.07243;
0.000845431;1.07247;
0.000846431;1.07252;
0.000847431;1.07256;
0.000848431;1.0726;
0.000849431;1.07265;
0.000850431;1.07269;
0.000851431;1.07274;
0.000852431;1.07278;
0.000853431;1.07283;
0.000854431;1.07287;
0.000855431;1.07291;
0.000856431;1.07296;
0.000857431;1.073;
0.000858431;1.07305;
0.000859431;1.07309;
0.000860431;1.07314;
0.000861431;1.07318;
0.000862431;1.07322;
0.000863431;1.07327;
0.000864431;1.07331;
0.000865431;1.07336;
0.000866431;1.0734;
0.000867431;1.07344;
0.000868431;1.07349;
0.000869431;1.07353;
0.000870431;1.07358;
0.000871431;1.07362;
0.000872431;1.07366;
0.000873431;1.07371;
0.000874431;1.07375;
0.000875431;1.0738;
0.000876431;1.07384;
0.000877431;1.07388;
0.000878431;1.07393;
0.000879431;1.07397;
0.000880431;1.07402;
0.000881431;1.07406;
0.000882431;1.0741;
0.000883431;1.07415;
0.000884431;1.07419;
0.000885431;1.07423;
0.000886431;1.07428;
0.000887431;1.07432;
0.000888431;1.07437;
0.000889431;1.07441;
0.000890431;1.07445;
0.000891431;1.0745;
0.000892431;1.07454;
0.000893431;1.07458;
0.000894431;1.07463;
0.000895431;1.07467;
0.000896431;1.07472;
0.000897431;1.07476;
0.000898431;1.0748;
0.000899431;1.07485;
0.000900431;1.07489;
0.000901431;1.07493;
0.000902431;1.07498;
0.000903431;1.07502;
0.000904431;1.07506;
0.000905431;1.07511;
0.000906431;1.07515;
0.000907431;1.07519;
0.000908431;1.07524;
0.000909431;1.07528;
0.000910431;1.07532;
0.000911431;1.07537;
0.000912431;1.07541;
0.000913431;1.07545;
0.000914431;1.0755;
0.000915431;1.07554;
0.000916431;1.07558;
0.000917431;1.07563;
0.000918431;1.07567;
0.000919431;1.07571;
0.000920431;1.07576;
0.000921431;1.0758;
0.000922431;1.07584;
0.000923431;1.07589;
0.000924431;1.07593;
0.000925431;1.07597;
0.000926431;1.07601;
0.000927431;1.07606;
0.000928431;1.0761;
0.000929431;1.07614;
0.000930431;1.07619;
0.000931431;1.07623;
0.000932431;1.07627;
0.000933431;1.07632;
0.000934431;1.07636;
0.000935431;1.0764;
0.000936431;1.07644;
0.000937431;1.07649;
0.000938431;1.07653;
0.000939431;1.07657;
0.000940431;1.07662;
0.000941431;1.07666;
0.000942431;1.0767;
0.000943431;1.07674;
0.000944431;1.07679;
0.000945431;1.07683;
0.000946431;1.07687;
0.000947431;1.07691;
0.000948431;1.07696;
0.000949431;1.077;
0.000950431;1.07704;
0.000951431;1.07708;
0.000952431;1.07713;
0.000953431;1.07717;
0.000954431;1.07721;
0.000955431;1.07726;
0.000956431;1.0773;
0.000957431;1.07734;
0.000958431;1.07738;
0.000959431;1.07743;
0.000960431;1.07747;
0.000961431;1.07751;
0.000962431;1.07755;
0.000963431;1.07759;
0.000964431;1.07764;
0.000965431;1.07768;
0.000966431;1.07772;
0.000967431;1.07776;
0.000968431;1.07781;
0.000969431;1.07785;
0.000970431;1.07789;
0.000971431;1.07793;
0.000972431;1.07798;
0.000973431;1.07802;
0.000974431;1.07806;
0.000975431;1.0781;
0.000976431;1.07814;
0.000977431;1.07819;
0.000978431;1.07823;
0.000979431;1.07827;
0.000980431;1.07831;
0.000981431;1.07835;
0.000982431;1.0784;
0.000983431;1.07844;
0.000984431;1.07848;
0.000985431;1.07852;
0.000986431;1.07856;
0.000987431;1.07861;
