time;V(V_filt);
0.00209859;4.40677e-05;
0.00209959;4.39629e-05;
0.00210059;4.3858e-05;
0.00210159;4.37531e-05;
0.00210259;4.36481e-05;
0.00210359;4.35432e-05;
0.00210459;4.34383e-05;
0.00210559;4.33333e-05;
0.00210659;4.32283e-05;
0.00210759;4.31233e-05;
0.00210859;4.30183e-05;
0.00210959;4.29133e-05;
0.00211059;4.28083e-05;
0.00211159;4.27032e-05;
0.00211259;4.25982e-05;
0.00211359;4.24931e-05;
0.00211459;4.2388e-05;
0.00211559;4.22829e-05;
0.00211659;4.21777e-05;
0.00211759;4.20726e-05;
0.00211859;4.19674e-05;
0.00211959;4.18622e-05;
0.00212059;4.1757e-05;
0.00212159;4.16518e-05;
0.00212259;4.15466e-05;
0.00212359;4.14413e-05;
0.00212459;4.13361e-05;
0.00212559;4.12308e-05;
0.00212659;4.11255e-05;
0.00212759;4.10202e-05;
0.00212859;4.09148e-05;
0.00212959;4.08095e-05;
0.00213059;4.07041e-05;
0.00213159;4.05987e-05;
0.00213259;4.04933e-05;
0.00213359;4.03879e-05;
0.00213459;4.02825e-05;
0.00213559;4.01771e-05;
0.00213659;4.00716e-05;
0.00213759;3.99661e-05;
0.00213859;3.98606e-05;
0.00213959;3.97551e-05;
0.00214059;3.96496e-05;
0.00214159;3.95441e-05;
0.00214259;3.94385e-05;
0.00214359;3.9333e-05;
0.00214459;3.92274e-05;
0.00214559;3.91218e-05;
0.00214659;3.90162e-05;
0.00214759;3.89105e-05;
0.00214859;3.88049e-05;
0.00214959;3.86992e-05;
0.00215059;3.85936e-05;
0.00215159;3.84879e-05;
0.00215259;3.83822e-05;
0.00215359;3.82764e-05;
0.00215459;3.81707e-05;
0.00215559;3.80649e-05;
0.00215659;3.79592e-05;
0.00215759;3.78534e-05;
0.00215859;3.77476e-05;
0.00215959;3.76418e-05;
0.00216059;3.7536e-05;
0.00216159;3.74301e-05;
0.00216259;3.73243e-05;
0.00216359;3.72184e-05;
0.00216459;3.71125e-05;
0.00216559;3.70066e-05;
0.00216659;3.69007e-05;
0.00216759;3.67948e-05;
0.00216859;3.66888e-05;
0.00216959;3.65829e-05;
0.00217059;3.64769e-05;
0.00217159;3.63709e-05;
0.00217259;3.62649e-05;
0.00217359;3.61589e-05;
0.00217459;3.60529e-05;
0.00217559;3.59468e-05;
0.00217659;3.58408e-05;
0.00217759;3.57347e-05;
0.00217859;3.56286e-05;
0.00217959;3.55225e-05;
0.00218059;3.54164e-05;
0.00218159;3.53103e-05;
0.00218259;3.52041e-05;
0.00218359;3.5098e-05;
0.00218459;3.49918e-05;
0.00218559;3.48856e-05;
0.00218659;3.47794e-05;
0.00218759;3.46732e-05;
0.00218859;3.4567e-05;
0.00218959;3.44607e-05;
0.00219059;3.43545e-05;
0.00219159;3.42482e-05;
0.00219259;3.41419e-05;
0.00219359;3.40356e-05;
0.00219459;3.39293e-05;
0.00219559;3.3823e-05;
0.00219659;3.37167e-05;
0.00219759;3.36103e-05;
0.00219859;3.3504e-05;
0.00219959;3.33976e-05;
0.00220059;3.32912e-05;
0.00220159;3.31848e-05;
0.00220259;3.30784e-05;
0.00220359;3.2972e-05;
0.00220459;3.28655e-05;
0.00220559;3.27591e-05;
0.00220659;3.26526e-05;
0.00220759;3.25461e-05;
0.00220859;3.24396e-05;
0.00220959;3.23331e-05;
0.00221059;3.22266e-05;
0.00221159;3.21201e-05;
0.00221259;3.20136e-05;
0.00221359;3.1907e-05;
0.00221459;3.18004e-05;
0.00221559;3.16939e-05;
0.00221659;3.15873e-05;
0.00221759;3.14807e-05;
0.00221859;3.1374e-05;
0.00221959;3.12674e-05;
0.00222059;3.11608e-05;
0.00222159;3.10541e-05;
0.00222259;3.09475e-05;
0.00222359;3.08408e-05;
0.00222459;3.07341e-05;
0.00222559;3.06274e-05;
0.00222659;3.05207e-05;
0.00222759;3.04139e-05;
0.00222859;3.03072e-05;
0.00222959;3.02005e-05;
0.00223059;3.00937e-05;
0.00223159;2.99869e-05;
0.00223259;2.98801e-05;
0.00223359;2.97733e-05;
0.00223459;2.96665e-05;
0.00223559;2.95597e-05;
0.00223659;2.94529e-05;
0.00223759;2.9346e-05;
0.00223859;2.92392e-05;
0.00223959;2.91323e-05;
0.00224059;2.90254e-05;
0.00224159;2.89185e-05;
0.00224259;2.88116e-05;
0.00224359;2.87047e-05;
0.00224459;2.85978e-05;
0.00224559;2.84909e-05;
0.00224659;2.83839e-05;
0.00224759;2.82769e-05;
0.00224859;2.817e-05;
0.00224959;2.8063e-05;
0.00225059;2.7956e-05;
0.00225159;2.7849e-05;
0.00225259;2.7742e-05;
0.00225359;2.7635e-05;
0.00225459;2.75279e-05;
0.00225559;2.74209e-05;
0.00225659;2.73138e-05;
0.00225759;2.72068e-05;
0.00225859;2.70997e-05;
0.00225959;2.69926e-05;
0.00226059;2.68855e-05;
0.00226159;2.67784e-05;
0.00226259;2.66713e-05;
0.00226359;2.65641e-05;
0.00226459;2.6457e-05;
0.00226559;2.63498e-05;
0.00226659;2.62427e-05;
0.00226759;2.61355e-05;
0.00226859;2.60283e-05;
0.00226959;2.59211e-05;
0.00227059;2.58139e-05;
0.00227159;2.57067e-05;
0.00227259;2.55995e-05;
0.00227359;2.54922e-05;
0.00227459;2.5385e-05;
0.00227559;2.52777e-05;
0.00227659;2.51705e-05;
0.00227759;2.50632e-05;
0.00227859;2.49559e-05;
0.00227959;2.48486e-05;
0.00228059;2.47413e-05;
0.00228159;2.4634e-05;
0.00228259;2.45267e-05;
0.00228359;2.44193e-05;
0.00228459;2.4312e-05;
0.00228559;2.42046e-05;
0.00228659;2.40973e-05;
0.00228759;2.39899e-05;
0.00228859;2.38825e-05;
0.00228959;2.37751e-05;
0.00229059;2.36677e-05;
0.00229159;2.35603e-05;
0.00229259;2.34529e-05;
0.00229359;2.33455e-05;
0.00229459;2.3238e-05;
0.00229559;2.31306e-05;
0.00229659;2.30231e-05;
0.00229759;2.29157e-05;
0.00229859;2.28082e-05;
0.00229959;2.27007e-05;
0.00230059;2.25932e-05;
0.00230159;2.24857e-05;
0.00230259;2.23782e-05;
0.00230359;2.22707e-05;
0.00230459;2.21632e-05;
0.00230559;2.20556e-05;
0.00230659;2.19481e-05;
0.00230759;2.18405e-05;
0.00230859;2.1733e-05;
0.00230959;2.16254e-05;
0.00231059;2.15178e-05;
0.00231159;2.14102e-05;
0.00231259;2.13026e-05;
0.00231359;2.1195e-05;
0.00231459;2.10874e-05;
0.00231559;2.09798e-05;
0.00231659;2.08722e-05;
0.00231759;2.07645e-05;
0.00231859;2.06569e-05;
0.00231959;2.05492e-05;
0.00232059;2.04416e-05;
0.00232159;2.03339e-05;
0.00232259;2.02262e-05;
0.00232359;2.01185e-05;
0.00232459;2.00108e-05;
0.00232559;1.99031e-05;
0.00232659;1.97954e-05;
0.00232759;1.96877e-05;
0.00232859;1.958e-05;
0.00232959;1.94722e-05;
0.00233059;1.93645e-05;
0.00233159;1.92567e-05;
0.00233259;1.9149e-05;
0.00233359;1.90412e-05;
0.00233459;1.89335e-05;
0.00233559;1.88257e-05;
0.00233659;1.87179e-05;
0.00233759;1.86101e-05;
0.00233859;1.85023e-05;
0.00233959;1.83945e-05;
0.00234059;1.82867e-05;
0.00234159;1.81788e-05;
0.00234259;1.8071e-05;
0.00234359;1.79632e-05;
0.00234459;1.78553e-05;
0.00234559;1.77475e-05;
0.00234659;1.76396e-05;
0.00234759;1.75318e-05;
0.00234859;1.74239e-05;
0.00234959;1.7316e-05;
0.00235059;1.72081e-05;
0.00235159;1.71002e-05;
0.00235259;1.69923e-05;
0.00235359;1.68844e-05;
0.00235459;1.67765e-05;
0.00235559;1.66686e-05;
0.00235659;1.65607e-05;
0.00235759;1.64527e-05;
0.00235859;1.63448e-05;
0.00235959;1.62368e-05;
0.00236059;1.61289e-05;
0.00236159;1.60209e-05;
0.00236259;1.5913e-05;
0.00236359;1.5805e-05;
0.00236459;1.5697e-05;
0.00236559;1.5589e-05;
0.00236659;1.54811e-05;
0.00236759;1.53731e-05;
0.00236859;1.52651e-05;
0.00236959;1.5157e-05;
0.00237059;1.5049e-05;
0.00237159;1.4941e-05;
0.00237259;1.4833e-05;
0.00237359;1.4725e-05;
0.00237459;1.46169e-05;
0.00237559;1.45089e-05;
0.00237659;1.44008e-05;
0.00237759;1.42928e-05;
0.00237859;1.41847e-05;
0.00237959;1.40766e-05;
0.00238059;1.39686e-05;
0.00238159;1.38605e-05;
0.00238259;1.37524e-05;
0.00238359;1.36443e-05;
0.00238459;1.35362e-05;
0.00238559;1.34281e-05;
0.00238659;1.332e-05;
0.00238759;1.32119e-05;
0.00238859;1.31038e-05;
0.00238959;1.29957e-05;
0.00239059;1.28876e-05;
0.00239159;1.27794e-05;
0.00239259;1.26713e-05;
0.00239359;1.25632e-05;
0.00239459;1.2455e-05;
0.00239559;1.23469e-05;
0.00239659;1.22387e-05;
0.00239759;1.21306e-05;
0.00239859;1.20224e-05;
0.00239959;1.19142e-05;
0.00240059;1.1806e-05;
0.00240159;1.16979e-05;
0.00240259;1.15897e-05;
0.00240359;1.14815e-05;
0.00240459;1.13733e-05;
0.00240559;1.12651e-05;
0.00240659;1.11569e-05;
0.00240759;1.10487e-05;
0.00240859;1.09405e-05;
0.00240959;1.08323e-05;
0.00241059;1.07241e-05;
0.00241159;1.06158e-05;
0.00241259;1.05076e-05;
0.00241359;1.03994e-05;
0.00241459;1.02912e-05;
0.00241559;1.01829e-05;
0.00241659;1.00747e-05;
0.00241759;9.96642e-06;
0.00241859;9.85817e-06;
0.00241959;9.74992e-06;
0.00242059;9.64166e-06;
0.00242159;9.5334e-06;
0.00242259;9.42513e-06;
0.00242359;9.31686e-06;
0.00242459;9.20859e-06;
0.00242559;9.10031e-06;
0.00242659;8.99203e-06;
0.00242759;8.88374e-06;
0.00242859;8.77546e-06;
0.00242959;8.66716e-06;
0.00243059;8.55887e-06;
0.00243159;8.45057e-06;
0.00243259;8.34227e-06;
0.00243359;8.23397e-06;
0.00243459;8.12566e-06;
0.00243559;8.01735e-06;
0.00243659;7.90903e-06;
0.00243759;7.80071e-06;
0.00243859;7.69239e-06;
0.00243959;7.58407e-06;
0.00244059;7.47574e-06;
0.00244159;7.36741e-06;
0.00244259;7.25908e-06;
0.00244359;7.15075e-06;
0.00244459;7.04241e-06;
0.00244559;6.93407e-06;
0.00244659;6.82572e-06;
0.00244759;6.71738e-06;
0.00244859;6.60903e-06;
0.00244959;6.50068e-06;
0.00245059;6.39232e-06;
0.00245159;6.28397e-06;
0.00245259;6.17561e-06;
0.00245359;6.06725e-06;
0.00245459;5.95888e-06;
0.00245559;5.85052e-06;
0.00245659;5.74215e-06;
0.00245759;5.63378e-06;
0.00245859;5.5254e-06;
0.00245959;5.41703e-06;
0.00246059;5.30865e-06;
0.00246159;5.20027e-06;
0.00246259;5.09189e-06;
0.00246359;4.9835e-06;
0.00246459;4.87512e-06;
0.00246559;4.76673e-06;
0.00246659;4.65834e-06;
0.00246759;4.54995e-06;
0.00246859;4.44156e-06;
0.00246959;4.33316e-06;
0.00247059;4.22477e-06;
0.00247159;4.11637e-06;
0.00247259;4.00797e-06;
0.00247359;3.89957e-06;
0.00247459;3.79116e-06;
0.00247559;3.68276e-06;
0.00247659;3.57435e-06;
0.00247759;3.46595e-06;
0.00247859;3.35754e-06;
0.00247959;3.24913e-06;
0.00248059;3.14072e-06;
0.00248159;3.0323e-06;
0.00248259;2.92389e-06;
0.00248359;2.81548e-06;
0.00248459;2.70706e-06;
0.00248559;2.59864e-06;
0.00248659;2.49022e-06;
0.00248759;2.38181e-06;
0.00248859;2.27339e-06;
0.00248959;2.16496e-06;
0.00249059;2.05654e-06;
0.00249159;1.94812e-06;
0.00249259;1.8397e-06;
0.00249359;1.73127e-06;
0.00249459;1.62285e-06;
0.00249559;1.51442e-06;
0.00249659;1.406e-06;
0.00249759;1.29757e-06;
0.00249859;1.18914e-06;
0.00249959;1.08072e-06;
0.00250059;9.72288e-07;
0.00250159;8.63859e-07;
0.00250259;7.5543e-07;
0.00250359;6.47002e-07;
0.00250459;5.38572e-07;
0.00250559;4.30143e-07;
0.00250659;3.21713e-07;
0.00250759;2.13283e-07;
0.00250859;1.04854e-07;
0.00250959;-3.57621e-09;
0.00251059;-1.12006e-07;
0.00251159;-2.20436e-07;
0.00251259;-3.28866e-07;
0.00251359;-4.37295e-07;
0.00251459;-5.45725e-07;
0.00251559;-6.54154e-07;
0.00251659;-7.62583e-07;
0.00251759;-8.71012e-07;
0.00251859;-9.7944e-07;
0.00251959;-1.08787e-06;
0.00252059;-1.1963e-06;
0.00252159;-1.30472e-06;
0.00252259;-1.41315e-06;
0.00252359;-1.52157e-06;
0.00252459;-1.63e-06;
0.00252559;-1.73842e-06;
0.00252659;-1.84685e-06;
0.00252759;-1.95527e-06;
0.00252859;-2.06369e-06;
0.00252959;-2.17212e-06;
0.00253059;-2.28054e-06;
0.00253159;-2.38896e-06;
0.00253259;-2.49738e-06;
0.00253359;-2.60579e-06;
0.00253459;-2.71421e-06;
0.00253559;-2.82263e-06;
0.00253659;-2.93104e-06;
0.00253759;-3.03946e-06;
0.00253859;-3.14787e-06;
0.00253959;-3.25628e-06;
0.00254059;-3.36469e-06;
0.00254159;-3.4731e-06;
0.00254259;-3.58151e-06;
0.00254359;-3.68991e-06;
0.00254459;-3.79832e-06;
0.00254559;-3.90672e-06;
